1	1873.77
2	1873.77
3	1873.77
4	1874.35
5	1895.97
6	1912.69
7	1911.33
8	1900.14
9	1900.14
10	1900.14
11	1900.14
12	1902.25
13	1904.54
14	1917.38
15	1920.83
16	1920.83
17	1920.83
18	1919.21
19	1928.51
20	1945.17
21	1938.84
22	1931.97
23	1931.97
24	1931.97
25	1943.88
26	1939.63
27	1958.17
28	1976.14
29	1976.72
30	1976.72
31	1976.72
32	1973.36
33	1970.61
34	1965.61
35	1947.55
36	1948.60
37	1948.60
38	1948.60
39	1950.59
40	1949.54
41	1946.51
42	1952.29
43	1948.16
44	1948.16
45	1948.16
46	1950.77
47	1949.61
48	1946.79
49	1945.31
50	1947.41
51	1947.41
52	1947.41
53	1943.83
54	1941.54
55	1944.18
56	1947.72
57	1947.28
58	1947.28
59	1947.28
60	1946.17
61	1948.05
62	1950.88
63	1956.80
64	1961.16
65	1961.16
66	1961.16
67	1965.63
68	1964.26
69	1960.47
70	1959.77
71	1958.48
72	1958.48
73	1958.48
74	1957.50
75	1955.75
76	1954.26
77	1950.01
78	1952.98
79	1952.98
80	1952.98
81	1952.98
82	1956.98
83	1959.84
84	1954.57
85	1954.83
86	1954.83
87	1954.83
88	1958.93
89	1955.14
90	1949.75
91	1951.56
92	1958.12
93	1958.12
94	1958.12
95	1963.22
96	1964.10
97	1968.92
98	1986.96
99	1996.24
100	1996.24
101	1996.24
102	1998.25
103	1986.75
104	1987.38
105	1987.36
106	1987.39
107	1987.39
108	1987.39
109	1996.29
110	2003.02
111	1996.07
112	1996.07
113	1996.07
114	1996.07
115	1996.07
116	1991.17
117	1988.65
118	1998.95
119	2002.95
120	2004.47
121	2004.47
122	2004.47
123	2004.47
124	2001.62
125	2015.92
126	2027.26
127	2033.17
128	2033.17
129	2033.17
130	2044.59
131	2031.86
132	2021.68
133	2031.96
134	2039.29
135	2039.29
136	2039.29
137	2035.54
138	2037.10
139	2047.79
140	2055.35
141	2076.85
142	2076.85
143	2076.85
144	2094.73
145	2111.94
146	2142.14
147	2113.28
148	2096.52
149	2096.52
150	2096.52
151	2077.28
152	2084.92
153	2096.96
154	2095.10
155	2118.57
156	2118.57
157	2118.57
158	2118.57
159	2121.73
160	2127.03
161	2125.30
162	2115.86
163	2115.86
164	2115.86
165	2106.97
166	2122.24
167	2111.09
168	2110.57
169	2114.80
170	2114.80
171	2114.80
172	2115.15
173	2123.58
174	2134.34
175	2129.13
176	2123.99
177	2123.99
178	2123.99
179	2123.99
180	2135.65
181	2136.22
182	2139.11
183	2150.76
184	2150.76
185	2150.76
186	2150.76
187	2151.05
188	2163.44
189	2168.65
190	2165.51
191	2165.51
192	2165.51
193	2171.63
194	2182.56
195	2172.16
196	2166.22
197	2156.32
198	2156.32
199	2156.32
200	2144.01
201	2151.56
202	2155.81
203	2155.81
204	2152.30
205	2152.30
206	2152.30
207	2147.65
208	2153.91
209	2165.37
210	2173.78
211	2172.79
212	2172.79
213	2172.79
214	2174.55
215	2175.02
216	2173.62
217	2177.67
218	2180.64
219	2180.64
220	2180.64
221	2180.64
222	2176.52
223	2176.17
224	2179.60
225	2180.89
226	2180.89
227	2180.89
228	2180.99
229	2185.45
230	2185.46
231	2185.75
232	2183.01
233	2183.01
234	2183.01
235	2183.01
236	2187.83
237	2196.72
238	2205.60
239	2208.82
240	2208.82
241	2208.82
242	2208.17
243	2204.22
244	2208.21
245	2212.97
246	2214.00
247	2214.00
248	2214.00
249	2210.32
250	2211.13
251	2211.11
252	2209.18
253	2204.85
254	2204.85
255	2204.85
256	2206.39
257	2206.93
258	2208.64
259	2212.73
260	2210.34
261	2210.34
262	2210.34
263	2211.36
264	2210.81
265	2212.93
266	2223.46
267	2232.24
268	2232.24
269	2232.24
270	2228.05
271	2222.67
272	2216.93
273	2211.94
274	2212.26
275	2212.26
276	2212.26
277	2210.40
278	2201.51
279	2194.98
280	2185.06
281	2187.38
282	2187.38
283	2187.38
284	2184.26
285	2182.17
286	2175.97
287	2175.96
288	2180.69
289	2180.69
290	2180.69
291	2180.69
292	2178.13
293	2162.86
294	2152.31
295	2159.79
296	2159.79
297	2159.79
298	2157.84
299	2153.18
300	2170.32
301	2167.26
302	2158.14
303	2158.14
304	2158.14
305	2158.36
306	2147.89
307	2138.95
308	2136.73
309	2139.21
310	2139.21
311	2139.21
312	2139.21
313	2134.08
314	2124.84
315	2127.51
316	2126.41
317	2126.41
318	2126.41
319	2126.41
320	2125.17
321	2125.31
322	2121.64
323	2122.63
324	2122.63
325	2122.63
326	2122.61
327	2124.16
328	2131.76
329	2141.14
330	2141.91
331	2141.91
332	2141.91
333	2158.05
334	2169.82
335	2172.84
336	2168.60
337	2174.85
338	2174.85
339	2174.85
340	2180.30
341	2184.18
342	2174.29
343	2176.33
344	2176.33
345	2176.33
346	2176.33
347	2175.57
348	2183.08
349	2186.87
350	2184.76
351	2175.91
352	2175.91
353	2175.91
354	2179.13
355	2187.17
356	2185.05
357	2187.02
358	2193.57
359	2193.57
360	2193.57
361	2193.57
362	2196.76
363	2215.35
364	2229.18
365	2229.18
366	2229.18
367	2229.18
368	2229.18
369	2219.60
370	2224.38
371	2239.89
372	2243.16
373	2243.16
374	2243.16
375	2243.16
376	2235.43
377	2230.14
378	2246.58
379	2251.75
380	2251.75
381	2251.75
382	2248.61
383	2245.89
384	2236.46
385	2246.74
386	2244.59
387	2244.59
388	2244.59
389	2240.02
390	2255.82
391	2254.35
392	2250.03
393	2245.46
394	2245.46
395	2245.46
396	2240.56
397	2240.80
398	2242.08
399	2240.04
400	2242.20
401	2242.20
402	2242.20
403	2238.35
404	2235.03
405	2238.09
406	2242.68
407	2237.58
408	2237.58
409	2237.58
410	2229.59
411	2237.37
412	2239.03
413	2238.61
414	2238.51
415	2238.51
416	2238.51
417	2245.16
418	2247.09
419	2252.65
420	2252.86
421	2257.70
422	2257.70
423	2257.70
424	2256.42
425	2257.45
426	2259.64
427	2265.44
428	2264.09
429	2264.09
430	2264.09
431	2259.07
432	2260.33
433	2262.06
434	2262.55
435	2264.01
